Container,Orders,Weight_Used,Volume_Used,Pallets_Used,Weight_Utilization_%,Volume_Utilization_%,Pallet_Utilization_%,Remaining_Weight,Remaining_Volume,Remaining_Pallets
195,"[32189533, 45209604]",44926,2895,47,99.83555555555556,80.41666666666667,78.33333333333333,74,705,13
196,"[35158009, 45630987, 51496479]",44757,3573,32,99.46,99.25,53.333333333333336,243,27,28
197,"[34389238, 38274272, 46738370]",44981,3336,52,99.95777777777778,92.66666666666666,86.66666666666667,19,264,8
198,"[33659105, 40130949, 46996767]",44972,3469,57,99.93777777777778,96.36111111111111,95,28,131,3
199,"[44140416, 47070106, 52496109]",44444,3591,30,98.76444444444444,99.75,50,556,9,30
200,"[33223080, 48049563]",40456,2067,60,89.90222222222222,57.41666666666667,100,4544,1533,0
201,"[45592567, 48283165, 52850628]",44563,3149,49,99.02888888888889,87.47222222222221,81.66666666666667,437,451,11
202,"[37236386, 42248484, 48358574]",44728,3243,60,99.39555555555556,90.08333333333334,100,272,357,0
203,"[48516100, 51207560]",44617,3137,42,99.14888888888888,87.13888888888889,70,383,463,18
204,"[45881067, 47805309, 49004975]",44711,3583,48,99.35777777777778,99.52777778,80,289,17,12
205,"[37707904, 47354647, 50054241]",44845,3356,42,99.65555555555557,93.22222222,70,155,244,18
206,"[45640017, 50074410, 50974938]",44948,3504,52,99.88444444444444,97.33333333333334,86.66666666666667,52,96,8
207,"[47878920, 49301436, 50271756]",44948,3399,42,99.88444444444444,94.41666666666669,70,52,201,18
208,"[50464216, 51000245]",44152,3586,54,98.11555555555556,99.61111111,90,848,14,6
209,"[33797811, 52995730]",44787,3423,33,99.52666666666666,95.08333333333331,55.00000000000001,213,177,27
210,"[36083359, 53678556]",40287,3453,60,89.52666666666667,95.91666666666666,100,4713,147,0
211,"[36636627, 40993763, 52809341]",43450,3579,49,96.55555555555554,99.41666666666666,81.66666666666667,1550,21,11
212,"[34044293, 34179130, 51284148]",43610,3575,42,96.91111111111113,99.30555555555556,70,1390,25,18
213,"[32843121, 34789292, 43808522, 46560674]",44807,3582,31,99.57111111111112,99.5,51.66666666666667,193,18,29
214,"[31518958, 38885864, 46608874]",44608,3283,43,99.12888889,91.19444444444444,71.66666666666667,392,317,17
215,"[36299245, 52892570, 53202599]",44481,3572,36,98.84666666666668,99.22222222222224,60,519,28,24
216,"[45336872, 46229578, 47135138, 50268618]",41533,3540,60,92.29555555555557,98.33333333333331,100,3467,60,0
217,"[31414860, 42580862, 46554797]",44715,3121,51,99.36666666666667,86.69444444444444,85,285,479,9
218,"[39106554, 43882354, 48623603, 53347184]",44862,3221,52,99.69333333333331,89.47222222222221,86.66666666666667,138,379,8
219,"[53756308, 55832388, 64671303]",44570,3349,51,99.04444444444444,93.02777777777776,85,430,251,9
220,"[53968474, 60746003, 74012404]",44822,3584,52,99.60444444444444,99.55555555555556,86.66666666666667,178,16,8
221,"[54040905, 54501872, 71462974]",44803,3137,44,99.56222222222222,87.13888888888889,73.33333333333333,197,463,16
222,"[54498494, 71032013]",44841,3308,38,99.64666666666666,91.88888888888889,63.33333333333333,159,292,22
223,"[57086421, 64237936]",44869,3542,55,99.70888889,98.38888888888889,91.66666666666666,131,58,5
224,"[54990349, 55073544, 57479326]",44961,3337,44,99.91333333333333,92.69444444444444,73.33333333333333,39,263,16
225,"[57876325, 59074390, 63242693]",44955,3300,46,99.9,91.66666666666666,76.66666666666667,45,300,14
226,"[55651695, 59121790, 59297673]",44818,2494,60,99.59555555555556,69.27777777777779,100,182,1106,0
227,"[59578723, 67187147, 75301268]",44996,2674,19,99.99111111111112,74.27777777777777,31.666666666666664,4,926,41
228,"[60675722, 69385784]",44827,3064,45,99.61555555555556,85.11111111111111,75,173,536,15
229,"[55209345, 61761651, 63752274]",44336,3198,60,98.52444444444444,88.83333333333333,100,664,402,0
230,"[65395765, 65645769]",42956,3591,25,95.45777777777778,99.75,41.66666666666667,2044,9,35
231,"[56223573, 65511662, 71476075]",39796,3575,40,88.43555555555555,99.30555555555556,66.66666666666666,5204,25,20
232,"[54014554, 62241869, 65685588]",43602,2113,60,96.89333333333332,58.69444444444445,100,1398,1487,0
233,"[59543392, 67703078]",44641,3579,26,99.20222222222222,99.41666666666666,43.333333333333336,359,21,34
234,"[67756400, 73644768]",44773,3593,55,99.49555555555555,99.80555555555556,91.66666666666666,227,7,5
235,"[67847567, 69538525]",44878,2728,37,99.72888888888887,75.77777777777777,61.66666666666667,122,872,23
236,"[57541638, 70699927]",44903,3403,57,99.78444444444445,94.52777777777776,95,97,197,3
237,"[60203560, 70481669, 71667819]",29371,3600,29,65.26888888888888,100,48.333333333333336,15629,0,31
238,"[71875611, 73921012]",44363,3593,34,98.58444444444444,99.80555555555556,56.66666666666666,637,7,26
239,"[71068074, 72269261]",44228,3273,60,98.28444444444445,90.91666666666669,100,772,327,0
240,"[55891426, 73418953]",42100,3581,48,93.55555555555556,99.47222222,80,2900,19,12
241,"[57525771, 71501942, 74274006]",44132,2870,60,98.07111111111112,79.72222222222223,100,868,730,0
242,"[54755261, 69574265, 74404621]",42558,3402,60,94.57333333333334,94.5,100,2442,198,0
243,"[63317024, 64926878, 70035949]",44794,3353,35,99.54222222222222,93.13888889,58.333333333333336,206,247,25
244,"[60727791, 63152015, 64478509]",44389,3585,36,98.64222222222222,99.58333333333331,60,611,15,24
245,"[57944475, 73533710, 74657577]",44550,3503,52,99,97.30555555555556,86.66666666666667,450,97,8
246,"[58542224, 63659062, 67010814]",44633,3358,57,99.18444444444444,93.27777778,95,367,242,3
247,"[66033959, 67116509, 72069312]",44843,3124,45,99.65111111,86.77777777777777,75,157,476,15
248,"[53769877, 70750651, 71719021]",43774,3410,60,97.27555555555556,94.72222222,100,1226,190,0
249,"[55322723, 66188449, 67711911]",44866,3308,39,99.70222222222222,91.88888888888889,65,134,292,21
250,"[57455232, 63803764, 64736552]",44589,3485,27,99.08666666666667,96.80555555555556,45,411,115,33
251,"[66746190, 72105699, 72185773]",44616,3573,34,99.14666666666668,99.25,56.66666666666666,384,27,26
252,"[56241374, 73907263]",38237,3150,60,84.97111111111111,87.5,100,6763,450,0
253,"[64351016, 66861434]",36590,3592,42,81.31111111111112,99.77777777777776,70,8410,8,18
254,"[55312847, 60984332, 70728225]",44922,3571,25,99.82666666666668,99.19444444444444,41.66666666666667,78,29,35
255,"[54994207, 55280014, 62545544]",44867,2994,57,99.70444444444443,83.16666666666667,95,133,606,3
256,"[61252959, 62541965, 71867294]",44609,3513,57,99.13111111111112,97.58333333333331,95,391,87,3
257,"[57082138, 58733183, 65482699]",44886,3404,52,99.74666666666666,94.55555555555556,86.66666666666667,114,196,8
258,"[60627517, 65025406, 71569279]",44675,3562,13,99.27777777777776,98.94444444444444,21.666666666666668,325,38,47
259,"[74479790, 74692773]",44828,2628,32,99.61777778,73,53.333333333333336,172,972,28
260,"[63094525, 64083626, 67971552]",44702,3362,54,99.33777777777776,93.38888888888889,90,298,238,6
261,"[59781142, 64588845]",44841,2408,24,99.64666666666666,66.88888888888889,40,159,1192,36
262,"[66586786, 70468957]",42202,3599,45,93.78222222222222,99.97222222,75,2798,1,15
263,"[66055674, 69794288, 71610415, 74318249]",44922,3406,40,99.82666666666668,94.61111111111111,66.66666666666666,78,194,20
264,"[57404818, 70043972]",41743,3564,45,92.76222222222222,99,75,3257,36,15
265,"[61783581, 73168405, 74677479]",44785,3145,31,99.52222222222224,87.36111111111111,51.66666666666667,215,455,29
266,"[75469684, 80377857, 81322342]",44712,3002,59,99.36,83.38888888888889,98.33333333333331,288,598,1
267,"[75553143, 89673485, 94835482]",44629,2289,59,99.17555555555556,63.583333333333336,98.33333333333331,371,1311,1
268,[77301913],32900,2800,60,73.11111111111111,77.77777777777779,100,12100,800,0
269,"[79351216, 97367914, 97954655]",44667,2528,59,99.26,70.22222222222221,98.33333333333331,333,1072,1
270,"[79010486, 79416199]",44178,3584,60,98.17333333333332,99.55555555555556,100,822,16,0
271,"[82454139, 95240409]",44762,2822,40,99.47111111111111,78.38888888888889,66.66666666666666,238,778,20
272,"[88074177, 88666830, 96879739]",40287,3493,60,89.52666666666667,97.02777778,100,4713,107,0
273,"[85731791, 89252984]",44871,3151,37,99.71333333333334,87.52777777777779,61.66666666666667,129,449,23
274,"[83793674, 89357542, 97912558]",44719,3428,57,99.37555555555556,95.22222222,95,281,172,3
275,"[84665367, 92664960]",44984,3569,31,99.96444444444444,99.13888888888889,51.66666666666667,16,31,29
276,"[87348561, 93754802]",44899,1038,54,99.77555555555556,28.83333333333333,90,101,2562,6
277,"[87980578, 90625561, 94453962]",44748,3417,53,99.44,94.91666666666669,88.33333333333333,252,183,7
278,"[95756060, 99344846]",40571,3579,25,90.15777777777778,99.41666666666666,41.66666666666667,4429,21,35
279,"[82000776, 98781169]",44832,3355,51,99.62666666666668,93.19444444444444,85,168,245,9
280,"[87189846, 88288793, 94064110]",42632,3598,59,94.73777777777778,99.94444444444444,98.33333333333331,2368,2,1
281,"[91646011, 91728749, 99722545]",43351,3570,49,96.33555555555556,99.16666666666669,81.66666666666667,1649,30,11
282,"[75571926, 81158074, 97895043]",43904,3592,45,97.56444444444443,99.77777777777776,75,1096,8,15
283,"[77304585, 81759206, 90460062]",44579,3359,55,99.06444444444443,93.30555555555556,91.66666666666666,421,241,5
284,"[77306798, 86464691, 87927610]",44885,3260,53,99.74444444444444,90.55555555555556,88.33333333333333,115,340,7
285,"[82315791, 93251494]",44605,2171,26,99.12222222222222,60.30555555555556,43.333333333333336,395,1429,34
286,"[82008637, 84659773, 88842130]",42111,3564,57,93.58,99,95,2889,36,3
287,"[75665956, 77176100]",44653,2980,52,99.22888888888887,82.77777777777777,86.66666666666667,347,620,8
288,"[80816703, 91475874, 98628430]",43709,3558,60,97.13111111111112,98.83333333333331,100,1291,42,0
289,"[85236250, 94147522]",44767,2148,29,99.48222222222223,59.66666666666667,48.333333333333336,233,1452,31
290,"[78349953, 87449606, 88848769]",44990,3222,60,99.97777777777776,89.5,100,10,378,0
291,"[77425384, 80594653]",44759,3251,39,99.46444444444444,90.30555555555554,65,241,349,21
292,"[81498912, 82948408, 87617056, 95924279]",44560,3573,45,99.02222222222224,99.25,75,440,27,15
293,"[80970350, 89089951]",43182,2897,60,95.96,80.47222222222223,100,1818,703,0
294,"[95691280, 99330264]",41203,3599,27,91.56222222222222,99.97222222,45,3797,1,33
295,"[80801713, 88970241, 92026032, 93686301]",44846,3523,60,99.65777777777778,97.86111111111111,100,154,77,0
296,"[83455928, 86385504, 98742708]",42611,3582,52,94.69111111111113,99.5,86.66666666666667,2389,18,8
297,"[76474021, 83864489, 96413897]",44664,3376,35,99.25333333333334,93.77777778,58.333333333333336,336,224,25
298,"[77353647, 87430422, 87941529, 91780199]",42724,3590,42,94.94222222,99.72222222222224,70,2276,10,18
299,"[90571742, 91414212]",32634,3421,60,72.52,95.02777777777776,100,12366,179,0
300,"[78164705, 88693256, 98614752]",43212,3595,58,96.02666666666669,99.86111111111111,96.66666666666669,1788,5,2
301,"[80247526, 84230923, 90942164]",44923,3302,29,99.82888888888888,91.72222222222224,48.333333333333336,77,298,31
302,"[77040825, 79376863, 89698602, 98659088]",40552,3540,60,90.11555555555556,98.33333333333331,100,4448,60,0
303,"[82748745, 90459684, 90838453]",44717,3600,57,99.37111111,100,95,283,0,3
304,"[75675949, 77678690]",44897,3505,54,99.77111111111113,97.36111111111111,90,103,95,6
305,"[78388858, 83860574, 92931090]",44912,3525,59,99.80444444444444,97.91666666666666,98.33333333333331,88,75,1
306,"[89972223, 94219781]",42186,3586,58,93.74666666666668,99.61111111,96.66666666666669,2814,14,2
307,"[85306604, 90313921]",42782,3587,43,95.07111111111112,99.63888888888889,71.66666666666667,2218,13,17
308,"[10063764, 35611349, 40270473]",44565,3470,58,99.03333333333332,96.38888888888889,96.66666666666669,435,130,2
309,"[10465146, 12784328, 29204339, 42438659]",44947,3494,52,99.88222222,97.05555555555556,86.66666666666667,53,106,8
310,"[11230613, 14795691, 35514465]",44850,3334,52,99.66666666666669,92.61111111111111,86.66666666666667,150,266,8
311,"[13413552, 39994262, 53767517]",44741,2778,52,99.42444444444445,77.16666666666666,86.66666666666667,259,822,8
312,"[14102368, 20486696, 26534358]",44337,3580,58,98.52666666666666,99.44444444444444,96.66666666666669,663,20,2
313,"[17023482, 40680162]",44625,3160,58,99.16666666666669,87.77777777777777,96.66666666666669,375,440,2
314,"[17176028, 32080880]",44869,3544,48,99.70888889,98.44444444444444,80,131,56,12
315,"[18397911, 36294133]",44957,3478,50,99.90444444444444,96.61111111111111,83.33333333333334,43,122,10
316,"[18457339, 41405230]",44785,3590,50,99.52222222222224,99.72222222222224,83.33333333333334,215,10,10
317,"[21446299, 31822143, 49241730]",44573,3580,43,99.05111111111113,99.44444444444444,71.66666666666667,427,20,17
318,"[22098853, 27000876, 41904018]",44541,2563,60,98.98,71.19444444444444,100,459,1037,0
319,"[17235224, 22340313, 36212365]",43703,3586,47,97.11777777777776,99.61111111,78.33333333333333,1297,14,13
320,"[23154228, 54489837]",44870,3583,44,99.71111111111112,99.52777778,73.33333333333333,130,17,16
321,"[24937566, 38406891]",44777,2981,55,99.50444444444445,82.80555555555556,91.66666666666666,223,619,5
322,"[25256692, 52349132]",39127,3571,55,86.94888888888889,99.19444444444444,91.66666666666666,5873,29,5
323,"[25413393, 29271214, 47569745]",44894,3488,55,99.76444444444444,96.88888888888889,91.66666666666666,106,112,5
324,"[22313606, 25991681, 26000799]",44887,3190,57,99.74888888888889,88.61111111111111,95,113,410,3
325,"[27894186, 31351780, 51373819]",44966,3494,50,99.92444444444445,97.05555555555556,83.33333333333334,34,106,10
326,"[27718359, 32117802]",44877,3078,57,99.72666666666666,85.5,95,123,522,3
327,"[14774150, 18409692, 20171335, 32188044]",44932,3462,43,99.84888889,96.16666666666669,71.66666666666667,68,138,17
328,"[14711481, 16086316, 33512086, 54584478]",44905,3572,60,99.78888888888888,99.22222222222224,100,95,28,0
329,"[19906961, 22041504, 34050687]",44758,3424,51,99.46222222222222,95.11111111111111,85,242,176,9
330,"[34943875, 48503304]",44592,3585,60,99.09333333333332,99.58333333333331,100,408,15,0
331,"[20553079, 37679902, 38951074]",44670,3319,53,99.26666666666668,92.19444444444444,88.33333333333333,330,281,7
332,"[25436685, 37864145, 45408427, 52584655]",44872,3510,59,99.71555555555555,97.5,98.33333333333331,128,90,1
333,"[30651204, 38328774]",42280,3426,60,93.95555555555556,95.16666666666669,100,2720,174,0
334,"[22051966, 39430263, 53999008]",44987,3569,54,99.97111111111111,99.13888888888889,90,13,31,6
335,"[11306317, 40816717]",44283,3565,44,98.40666666666668,99.02777778,73.33333333333333,717,35,16
336,"[33279727, 41226346]",44579,3281,44,99.06444444444443,91.13888888888889,73.33333333333333,421,319,16
337,"[24044833, 37265478, 43693057, 45210637]",44988,3176,51,99.97333333333331,88.22222222222223,85,12,424,9
338,"[15777234, 24111998, 43783842]",44839,3410,44,99.64222222222222,94.72222222,73.33333333333333,161,190,16
339,"[39247818, 45829266]",44986,3544,20,99.96888888888888,98.44444444444444,33.33333333333333,14,56,40
340,"[29960052, 44882522, 46677868]",43671,3567,41,97.04666666666668,99.08333333333331,68.33333333333333,1329,33,19
341,"[22168687, 28491103, 46854023]",44713,3541,48,99.36222222,98.36111111111111,80,287,59,12
342,"[15666079, 46886130]",44579,3436,51,99.06444444444443,95.44444444444444,85,421,164,9
343,"[42424665, 48218981]",44870,3580,53,99.71111111111112,99.44444444444444,88.33333333333333,130,20,7
344,"[23857380, 49078759, 53721518]",44832,3509,58,99.62666666666668,97.47222222222224,96.66666666666669,168,91,2
345,"[50153480, 50480195, 51981820]",42093,3572,59,93.54,99.22222222222224,98.33333333333331,2907,28,1
346,"[19825458, 43409285, 51957035]",44000,2862,60,97.77777777777776,79.5,100,1000,738,0
347,"[33136991, 38582881, 52863358]",44669,2820,54,99.26444444444444,78.33333333333333,90,331,780,6
348,"[33777241, 42715737, 53767907]",44961,3579,51,99.91333333333333,99.41666666666666,85,39,21,9
349,"[45213533, 54247642]",44852,3330,49,99.67111111111112,92.5,81.66666666666667,148,270,11
350,"[41562026, 54406767]",42219,3568,53,93.82,99.11111111111111,88.33333333333333,2781,32,7
351,"[11277725, 14670100, 45440629, 54645058]",44799,3422,39,99.55333333333334,95.05555555555556,65,201,178,21
352,"[10555883, 14926346, 55597314]",44857,3345,53,99.68222222222222,92.91666666666669,88.33333333333333,143,255,7
353,"[20494224, 38795252]",44915,3450,31,99.81111111,95.83333333333334,51.66666666666667,85,150,29
354,"[59476921, 62671154, 88498575]",42569,3585,58,94.59777777777778,99.58333333333331,96.66666666666669,2431,15,2
355,"[62900531, 87498016]",44768,3513,16,99.48444444444443,97.58333333333331,26.666666666666668,232,87,44
356,"[67538618, 68085623, 80198584]",42805,3329,60,95.12222222222222,92.47222222222224,100,2195,271,0
357,"[71011543, 72305423, 91890939]",44112,3593,33,98.02666666666666,99.80555555555556,55.00000000000001,888,7,27
358,"[71981435, 77627122]",44656,3305,41,99.23555555555556,91.80555555555556,68.33333333333333,344,295,19
359,"[69563748, 82991720]",44930,3444,36,99.84444444444443,95.66666666666669,60,70,156,24
360,"[68930184, 74219723, 83007412, 99708486]",44896,3354,31,99.76888888888888,93.16666666666666,51.66666666666667,104,246,29
361,"[58810114, 88275886]",43894,2793,60,97.54222222222222,77.58333333333334,100,1106,807,0
362,"[68389579, 82799377, 84333085]",44916,3491,55,99.81333333333332,96.97222222222224,91.66666666666666,84,109,5
363,"[63669097, 71654359, 73506142]",44922,3063,52,99.82666666666668,85.08333333333333,86.66666666666667,78,537,8
364,"[58688539, 73428853, 79555125]",44908,2833,59,99.79555555555557,78.69444444444444,98.33333333333331,92,767,1
365,"[56986717, 82517075]",44622,2159,39,99.16,59.97222222222223,65,378,1441,21
366,"[75651524, 92896992]",44608,3505,39,99.12888889,97.36111111111111,65,392,95,21
367,"[57568419, 62855649, 78014040]",43441,3590,50,96.53555555555556,99.72222222222224,83.33333333333334,1559,10,10
368,"[69117159, 77526127, 83475885, 91336127]",41223,3551,60,91.60666666666668,98.63888888888889,100,3777,49,0
369,"[70165498, 74949776, 94823021]",44861,3548,49,99.69111111111113,98.55555555555556,81.66666666666667,139,52,11
370,"[58622515, 74163214, 83943248]",41779,3585,60,92.84222222222223,99.58333333333331,100,3221,15,0
371,"[57266032, 94123478]",44652,3294,51,99.22666666666666,91.5,85,348,306,9
372,"[62995602, 68335179, 87060902]",44829,3519,24,99.62,97.75,40,171,81,36
373,"[68866347, 78321060, 83417007]",44882,3368,52,99.73777777777778,93.55555555555556,86.66666666666667,118,232,8
374,"[68252803, 68919726, 87654946]",44666,3258,59,99.25777777777778,90.5,98.33333333333331,334,342,1
375,"[61466670, 80686557, 83188962]",44946,3212,59,99.88,89.22222222222223,98.33333333333331,54,388,1
376,"[82101551, 94677527]",44788,3505,55,99.52888888888889,97.36111111111111,91.66666666666666,212,95,5
377,"[60077934, 74878985, 91224413]",44858,3564,55,99.68444444444444,99,91.66666666666666,142,36,5
378,"[65179333, 71784616]",37001,3577,56,82.22444444444444,99.36111111111111,93.33333333333331,7999,23,4
379,"[62436215, 78269030]",44644,2856,48,99.20888889,79.33333333333333,80,356,744,12
380,"[56938043, 71196017, 87846175]",44164,3600,59,98.14222222222222,100,98.33333333333331,836,0,1
381,"[57735264, 73128713]",42460,3574,39,94.35555555555555,99.27777777777776,65,2540,26,21
382,"[68864827, 89450551]",39442,3571,59,87.64888888888889,99.19444444444444,98.33333333333331,5558,29,1
383,"[61066066, 70060010, 70673413]",44774,3496,39,99.49777777777776,97.11111111111111,65,226,104,21
384,"[67144693, 74431224, 97735244]",43813,3569,33,97.36222222,99.13888888888889,55.00000000000001,1187,31,27
385,"[62639816, 69017987, 80670245]",43734,1203,60,97.18666666666668,33.416666666666664,100,1266,2397,0
386,"[62666903, 88709344]",38210,3598,48,84.91111111111111,99.94444444444444,80,6790,2,12
